model,instructions,examples,answers
qwen2.5:1.5b,"Generate ONLY a different comment to ""You have to pay much"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Absolutely! It's important to remember that expenses come with it.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I think it would be good to see who has liked you without the credit details"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Sure, here's an alternative way of commenting while maintaining the original message:

""I believe displaying likes should omit personal information."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""good app"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great application!
qwen2.5:1.5b,"Generate ONLY a different comment to ""Lower the difficulty PLEASE"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Sure! Here's an alternative way to express that idea:

Please make it easier.

This version conveys the same request for reduced complexity or accessibility."
qwen2.5:1.5b,"Generate ONLY a different comment to ""Το review είναι με 2 μήνες πληρωμή Platinum κ 2 δωρεάν για να δω διαφορές: - Χωρίς συνδρομή είχα περίπου 50 likes/μήνα(όχι match),με συνδρομή 10(?!) - Μόλις λήξει η συνδρομή εμφανίζονται ξαφνικά φοβερά προφίλ κ κορυφαίες επιλογές - Εμφανίζονται συνεχώς προφίλ που έχουν απορριφθεί - Αν δεν ανανεωθεί άμεσα η συνδρομή βγαίνει προσφορά 50% - Πολλά ψεύτικα προφίλ - Platinum ίισως βοηθάει,τίποτα τρελό - Μακριά από προφίλ με 1-2 φώτο κ/ή χωρίς bio - Μύθος το ""μόνο για σεξ"" - Μην swipe-άρετε μόνο δεξιά!"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Thank you for sharing this information. It seems like a challenging situation with some interesting points to consider regarding reviews and interactions on social media platforms.
qwen2.5:1.5b,"Generate ONLY a different comment to ""get me off of here."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Leave this place now.
qwen2.5:1.5b,"Generate ONLY a different comment to ""the paid plans are too expensive, the premium/gold plan is stupidly expensive. The gold/premium features should be included in the std paid tier and there should only be one tier. The app tells me I've ""missed a match"" when swiping left and to upgrade to see who likes me... if I've swiped left it's obviously not a match for me! the superlike pop up is super annoying."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"The pricing structure feels overly complex, with features that should be standard in lower tiers being overpriced. The app’s notifications about missed matches are confusing and intrusive when swiping left to indicate interest rather"
qwen2.5:1.5b,"Generate ONLY a different comment to ""great app but hectic premium costs"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Excellent app! Just wish for lower premium fees.
qwen2.5:1.5b,"Generate ONLY a different comment to ""more freebies please"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"More goodies, naturally!"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Can be improved. Would be nice to use folders or to pin or star certain conversations"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Could benefit from using folder organization, pins/stars for favorites, and better filtering options."
qwen2.5:1.5b,"Generate ONLY a different comment to ""not had any good experiences so far."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"So far, you haven't enjoyed any positive encounters."
qwen2.5:1.5b,"Generate ONLY a different comment to ""You gus need a confirmation when you click the boost button, if you accidentally click outside the box were you choose the 1 boost 2 boost option, automatically takes 1 boost, please create a confirmation"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Please confirm before clicking on ""boost"" to avoid unintended boosts."
qwen2.5:1.5b,"Generate ONLY a different comment to ""The Hottest Bots !!! One of the pay features I would like is ""not a bot"". I understand that seeing exotic women in backgrounds that are clearly not anywhere close to you that happen to be financial analysts is lots of fun. However, I was misled into thinking this app was about dating. Clean up your act tinder or else I'll give you only three stars. It's been clear for years now that dating apps do not make their income from matching compatible people. Let that sink in."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Understandably, Tinder has always prided itself on being a platform where users can connect with others who share similar interests and backgrounds to them - including financial analysts! However, it's clear that they"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Not bad"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Good enough.
qwen2.5:1.5b,"Generate ONLY a different comment to ""It's cool"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great!
qwen2.5:1.5b,"Generate ONLY a different comment to ""Honestly, best dating experience I've had so far on an app. the gold status is a little expensive for one week at a time, but it's usually manageable and really helps cut to the chase of who your likes are for quick matches. That said, the filters barely work."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Absolutely! The app offers excellent value with its gold status that significantly narrows down potential partners quickly and efficiently. While it can be pricey over time, it's worth considering for those looking to speed up"
qwen2.5:1.5b,"Generate ONLY a different comment to ""not a bad app it's fair. finding mr.right here n tru love hoping to get one☺️🌹"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"""Finding Mr. Right is always exciting, and I hope for true love too."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""Randomly logging me out about every week"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"""Your account is being randomly logged off once per week."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""could be better"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Could definitely improve further.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Lots of fake profiles, regardless the app still works , does what it says on the tin"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Many impostor accounts despite functionality as advertised
qwen2.5:1.5b,"Generate ONLY a different comment to ""It would be the best dating app if tinder itself provide more free features in application, it ruins the app itself if there's more paying process or whatsoever"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Enhancing Tinder with additional free functionalities could significantly improve its appeal. Expanding options without requiring payment would make dating apps more accessible and enjoyable for users, enhancing overall user experience."
