model,instructions,examples,answers
qwen2.5:1.5b,"Generate ONLY a different comment to ""SCAM! To get you to resubscribe. Show unverified/fake profile super liked me despite my settings to not show unverified users."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"We're trying to trick you into subscribing again by showing fake profiles that like your posts, even though they shouldn't."
qwen2.5:1.5b,"Generate ONLY a different comment to ""App asked me to verify myself, after I already verified myself days before, and effectively locked me out of my account for over an hour. I Uninstaller and re-downloaded, then the app would not send a pass code to my phone number. I tried using my email as a long in, but after using my email the link sent brought me to a different phone number pass code sending screen. The number was never sent, and if you resend the pass code more than twice, you will be locked out of sending another code. 1/5"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Your account is being overly cautious with security measures; it's locking itself down unnecessarily.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Assembly line. 99% of women look fake AF. All plastic, superficial, vapid kardashisn wannabes. Worst friend / dating app. Easy to see why it's in a massive decline. Functionality is woeful at best. Easy to accidentally use boosts etc. can't pick multiple criteria for any catagory. Cost is also risible. Great app for vacuous people."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Absolutely, it's clear why so many women find these apps unappealing and ineffective. The superficiality of their profiles makes them look like plastic dolls compared to real friends or dating options that offer genuine"
qwen2.5:1.5b,"Generate ONLY a different comment to ""worst algorithm"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Very poor choice of methodology.
qwen2.5:1.5b,"Generate ONLY a different comment to ""literally the worst app ever"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Seriously disappointing experience with this application.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Banned me same day I made an account for no reason. I didn't message a single person."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,You were immediately banned after creating your account without any prior interaction or messages with anyone else.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Keeps adjusting settings without my approval. Unable to specify my preferences so get too many profiles I have to swipe through. Also too many fake / catfishing accounts. Pretty poor in general and lousy overall. Considering how many improvements could be made this app is just phoning it in or perhaps just quiet quitting from the software team. Do better."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"The developer needs to prioritize user satisfaction by addressing these issues promptly and effectively, rather than relying on poor quality features that frustrate users like this app does."
qwen2.5:1.5b,"Generate ONLY a different comment to ""Like notifications appear but I go to check and nothing. Also when I get a like and send a message the match dissapears 😑"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"You're missing out on seeing likes because you don't refresh your profile regularly, right?"
qwen2.5:1.5b,"Generate ONLY a different comment to ""turrible"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Absolutely terrible!
qwen2.5:1.5b,"Generate ONLY a different comment to ""The male tinder experience. Create account -> 12 likes first day -> run out of people in my area first day -> never saw the 12 people who liked me -> match with one two weeks later -> it's a bot 1700 miles away -> one month later and still no new likes. Tinder: ""would you like to spend $500 to see actual people, loser?"" No, I dont think I will, your app is garbage now. Thanks support drone, I'm not stupid, I know how you cheat people, and your app sucks. Have a nice day!"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Tinder's algorithm seems to be designed for bots rather than human interaction. It’s disappointing that it doesn’t work as intended or even worse, cheats users out of genuine connections. I hope they improve"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Not as good as other dating apps"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great alternative!
qwen2.5:1.5b,"Generate ONLY a different comment to ""very predatory"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Very aggressive in its behavior.
qwen2.5:1.5b,"Generate ONLY a different comment to ""spent many many hours on this thing and didn't get anywhere. even had gold sub. either I'm not attractive or this is a scam cause I don't think it should be that hard to link up and get some good times started. edit: I did report something and it does look like your team might have handled it but it's not like reporting is going to get me closer to a match unless you guys have a pyramid system"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"You're right; this seems too easy. Maybe there really isn't much value in what I'm paying for, or it's just a scam with no genuine connection to be made. It’s frustrating"
qwen2.5:1.5b,"Generate ONLY a different comment to ""What a scam. They lure you in thinking it's real people liking your profile. It's not . They steal your money , it's a bait and switch website. There are hardly any profiles and only scammers and only fans where's trying to make money. Save your money and go out to meet real people. What a scam this is."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"This site lures you with fake interactions, promising genuine connections while actually swindling your hard-earned cash into scams for profit by exploiting vulnerable users seeking meaningful human interaction. Avoid these traps and seek"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Got banned for something and I'm not sure what it was. But it was years ago. Apparently banned for life. No forgiveness. 1 star."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Banned long time back, forever out of reach now... 1-star rating reflects this harsh reality."
